Track_Title,Key_Signature
"Études d'exécution transcendante d'après Paganini, S. 140: No. 1a in G Minor ""Tremolo"" ",G Minor
"Symphony No. 4 in E♭ major, WAB 104 ""Romantic"": II. Andante quasi allegretto - Langsamer ",E♭ major
"Frische Clavier Früchte, Sonata No. 6 in B♭ major: IV. — ",B♭ major
"Symphony No. 9 in D Minor, WAB 109: I. Feierlich, misterioso ",D Minor
"Toccata in C Minor, BWV 911: IV. Presto - Adagio ",C Minor
"Keyboard Concerto in D Major, Wq. 45: II. Andantino ",D Major
"Harp Sonata in c minor, Op. 35 No. 3: II. Andantino ",c minor
"Flute Concerto No. 2 in D Major, K. 314: II. Adagio ma non troppo ",D Major
"Rondo in B♭ major, WoO 6 ",B♭ major
"Harmonia artificiosa-ariosa, Partia No. 4 in E♭ major, C. 65: III. Trezza. Presto ",E♭ major
"Harpsichord Concerto in E Major, CSWV C:25: III. Allegro assai ",E Major
"Keyboard Sonata in E-Flat Major, Hob. XVI:28: III. Finale. Presto ",E-Flat Major
"Keyboard Sonata in F Major, Wq. 62 No. 9: III. Vivace ",F Major
"Piano Concerto in G Minor, Op. 17: III. Allegro vivace ",G Minor
Sinfonia for Organ in C Major: II. Andante amoroso ,C Major
"Violin Sonata No. 10 in G Major, Op. 96: III. Scherzo. Allegro - Trio ",G Major
"Symphony No. 10 in G major, K. 74: III. Rondo. Allegro ",G major
"Keyboard Partita No. 2 in C Minor, BWV 826: V. Sarabande ",C Minor
"The Well-Tempered Clavier, Book 1: Fugue No. 8 in D# Minor, BWV 853 ",D# Minor
"Trio Sonata No. 2 in c minor, BWV 526: II. Largo ",c minor
"Brandenburg Concerto No. 3 in G Major, BWV 1048: II. Adagio ",G Major
"Symphony No. 8 in A Major, Op. 205 ""Frühlingsklänge"" ",A Major
Suite in B Minor. III. Allemande ,B Minor
"8 Minuets, K. 315a: No. 6 in D Major ",D Major
Litaniae lauretanae de Beata Virgine Maria in G Minor ,G Minor
"Konzertstück in F Minor, Op. 79, J. 282: I. Larghetto, ma non troppo - Allegro appassionato ",F Minor
"Symphony No. 80 in D minor, Hob. I:80: I. Allegro spirituoso ",D minor
"Violin Concerto in C major, Op. 69: II. Allegretto sostenuto ",C major
"24 Caprices for Solo Violin, Op. 1, MS 25: No. 5 in A Minor. Prelude ",A Minor
"Clarinet Quintet No. 3 in E-Flat Major, Op. 23: III. Allegro ",E-Flat Major
"Piano Concerto No. 1 in D Major, Op. 17: I. Andante ",D Major
Oboe Concerto in A major: III. Sarabanda ,A major
"Symphony No. 83 in G minor, Hob. I:83 ""La poule"" ",G minor
"Concerto for 2 Lire organizzate in F Major, Hob. VIIh:5 ",F Major
Trio Sonata No. 2 in F Major ,F Major
"Piano Sonata No. 2 in F# Minor, Op. 13 ",F# Minor
"Octet in F Major, Op. 166, D. 803 ",F Major
"Concerto grosso in A minor, Op. 4 No. 4 ",A minor
"English Suite No. 1 in A Major, BWV 806: VI. Bourrée II ",A Major
"Violin Concerto No. 5 in A Major, K. 219 ""Turkish"": III. Rondeau ",A Major
"Humoreske in B-Flat Major, Op. 20: Sehr lebhaft ",B-Flat Major
"Minuet in C Major, Wq. 116 No. 5, H. 216 ",C Major
"Recorder Sonata in G Minor, Op. 2 No. 3, S. 771: II. Allegro ",G Minor
"Symphony No. 3 in E♭ major, Op. 55 ""Heroic"": IV. Finale. Allegro molto ",E♭ major
"Piano Trio No. 1 in D Minor, Op. 49, MWV Q29: II. Andante con moto tranquillo ",D Minor
"Piano Concerto No. 2 in F Major, Op. 102 ",F Major
"Triple Concerto for Violin, Cello & Piano in C Major, Op. 56: III. Rondo alla polacca ",C Major
"Piano Concerto in A Minor, Op. 54: I. Allegro affettuoso - Andante espressivo ",A Minor
Prelude No. 3 in F Major ,F Major
"Violin Concerto No. 4 in D Major, K. 218: I. Allegro ",D Major
"7 Variations on Kind, willst du ruhig schlafen in F Major, WoO 75 ",F Major
"Keyboard Suite in G minor, HWV 432: V. Gigue ",G minor
"Viola da gamba Sonata in G Minor, Wq. 88, H. 510: I. Allegro moderato ",G Minor
"Sonata in G minor, No. 5: I. Adagio ",G minor
"Organ Sonata No. 12 in D flat Major, Op. 154: III. Introduction & Fugue. Lento ",D flat Major
"Oboe Concerto in C Major, RV 451: II. Largo ",C Major
"Symphony No. 2 in D Major, Op. 11 ",D Major
"Piano Sonata No. 1 in F-Sharp minor, Op. 11: Ia. Introduzione. Un poco adagio ",F-Sharp minor
"Suite de pièces in D Major, Op. 35 No. 4: IV. Air. Doucement et mesure ",D Major
"Symphony No. 1 in F Minor, Op. 10: III. Lento ",F Minor
"Études, Op. 10: No. 7 in C Major ""Toccata"" ",C Major
"Keyboard Sonata in D minor, Wq. 63/2, H. 71 ",D minor
"Bassoon Quartet in C Major, Op. 40 No. 1: IV. Polonaise ",C Major
"Concerto grosso in D Major, Op. 6 No. 4: II. Adagio ",D Major
"Concerto in D Minor, Op. 3 No. 11, RV 565: V. Allegro ",D Minor
"Cello Sonata No. 2 in F Major, Op. 99 ",F Major
"Violin Concerto No. 1 in C minor, Op. 88: I. Allegro moderato ",C minor
"String Quartet in B-Flat Major, Op. 1 No. 1, Hob. III:1 ""La chasse"": V. Finale. Presto ",B-Flat Major
Piano Trio in B-Flat Major: II. Adagio con moto ,B-Flat Major
"Concerto grosso in B-Flat Major, Op. 3 No. 1, HWV 312: I. Allegro ",B-Flat Major
"24 Études, Op. 125: No. 21 in B-Flat Major ",B-Flat Major
"The Well-Tempered Clavier, Book 1: Prelude & Fugue No. 16 in G Minor, BWV 861 ",G Minor
"Concerto for 2 Flutes in E Minor, TWV 52:e2: IV. Menuet ",E Minor
"Fugue No. 22 in B flat Minor, BWV 867 ",B flat Minor
"All-night Vigil, Op. 37 ""Vespers"": VI. Rejoice, O Virgin ", 
"24 Caprices for Solo Violin, Op. 1, MS 25: No. 5 in A Minor - No. 9 in E major ",A Minor
"Violin Sonata in F Major, Op. 57, B. 106: III. Allegro molto ",F Major
"Fantasy No. 3 in C Minor, Op. 7: II. Theme & Variations ",C Minor
Piano Sonata in A♭ major: I. Allegro ma non troppo ,A♭ major
"String Quartet No. 4 in E Minor: III. Giocoso, un poco moderato ",E Minor
"Suite in A Major, BWV 832: I. Allemande ",A Major
"Keyboard Sonata in C Major, Wq. 48 No. 5 ""Prussian Sonata No. 5"": II. Andante ",C Major
"The Well-Tempered Clavier, Book 2: Prelude No. 17 in A-Flat Major, BWV 886 ",A-Flat Major
"String Quartet No. 66 in G Major, Op. 77 No. 1, Hob.III:81 ""Lobkowitz"": IV. Finale. Presto ",G Major
"Symphony No. 4 in E minor, Op. 98: III. Allegro giocoso - Poco meno presto ",E minor
"Études, Op. 25: No. 7 in C sharp Minor ""Cello"" ",C sharp Minor
"Pièces de viole, Book 1, Suite No. 1 in D minor ",D minor
"Piano Sonata No. 4 in C Minor, Op. 29: III. Allegro con brio, ma non leggiere ",C Minor
Concert royaux No. 4 in E Minor ,E Minor
"Sonata for Piano 4 Hands in C major, Op. 140, D. 812 ""Grand Duo"": IV. Finale. Allegro vivace ",C major
"Symphony No. 101 in D Major, Hob. I:101 ""Clock"": III. Menuett. Allegro ",D Major
"Variations sérieuses in D Minor, Op. 54, MWV U156: Var. 7 ",D Minor
"Symphony No. 2 in D Major, Op. 36: I. Adagio molto - Allegro molto ",D Major
"6 Klavierstücke, Op. 118: No. 1, Intermezzo in A Minor ",A Minor
"String Quartet No. 24 in A Major, Op. 20 No. 6, Hob. III:36. II. Adagio ",A Major
"Requiem in D Minor, K. 626: V. Sanctus ",D Minor
"Sinfonia in E Minor, Wq. 178, H. 653 ",E Minor
Fantasia in A Minor ,A Minor
"Violin Concerto No. 2 in C sharp Minor, Op. 129: II. Adagio ",C sharp Minor
"Mystery Sonata No. 3 in B Minor ""Nativity"": III. Adagio ",B Minor
"Fantasia & Fugue in C Minor, BWV 906: Fantasia ",C Minor
"360 Préludes in All Major & Minor Keys, Op. 47: 15 Préludes in E Minor ",E Minor
"Prelude in A minor, BuxWV 153 ",A minor
Marcia in D Major ,D Major
"Recorder Concerto in F Major, Op. 10 No. 5, RV 434: I. Allegro non molto ",F Major
"Requiem in D Minor, K. 626: IIIf. Sequenz. Lacrymosa ",D Minor
"Suite in B-Flat Major, BWV 821: I. Prelude ",B-Flat Major
"Organ Sonata No. 1 in D Minor ""Pontificale"": III. Marche pontificale ",D Minor
"Terzetto in C Major, Op. 74, B. 148: I. Introduzione. Allegro ma non troppo ",C Major
"Flute Sonata in A Major, Op. 64: I. Allegro con garbo ",A Major
Piano Sonata No. 1 in A Major: V. Lebhaft ,A Major
"Recorder Sonata in C Major, TWV 41:C5: I. Adagio ",C Major
"Cello Sonata No. 5 in D Major, Op. 102 No. 2: II. Adagio con moto sentimento d'affetto ",D Major
"Serenade No. 13 in G major, K. 525 ""Eine kleine Nachtmusik"": III. Minuet ",G major
"Sanctus in D Major, BWV 241 [After J.C. Kerll] ",D Major
"Sonata for Piano 4 Hands in F Major, Op. 32: III. Rondo. Allegretto ",F Major
"Keyboard Suite in E major, HWV 430: IV. Air con variazioni ",E major
Suites de pièces in C Major: Passacaille ,C Major
"Symphony No. 4 in B♭ major, S. 464/4: IV. Allegro ma non troppo ",B♭ major
10 Études: No. 3 in A Major. Allegretto con moto ,A Major
"Keyboard Sonata No. 11 in F Minor, BeRI 235: IV. — ",F Minor
"String Quartet No. 13 in B-Flat Major, Op. 130: V. Adagio molto espressivo ",B-Flat Major
"Flute Sonata in B♭ major, Anh. 4: IV. Allegretto molto con variazione ",B♭ major
"Pièces de clavecin, Book 3, 15th Ordre in A Minor-Major: IV. Muséte de choisi ",A Minor
"A Choice Collection of Lessons, Suite No. 2 in G Minor, Z. 661: II. Almand ",G Minor
"Keyboard Sonata in G Major, Kk. 325 ",G Major
Duo No. 4 for Harp and Piano in E-Flat Major: Var. IV. ,E-Flat Major
Introduction in A Minor & Fugues: Introduction. Largo assai ,A Minor
"Serenade in A Minor, Op. 75: I. Andante con moto ",A Minor
"Violin Concerto No. 4 in D Major, Op. 15 ",D Major
"12 Études, Op. 10: No. 10 in A-Flat Major ",A-Flat Major
"Harpsichord Sonata No. 5 in G Minor, BeRI 229: V. Andante ad libitum ",G Minor
"Concerto grosso in D Minor, Op. 3 No. 11, RV 565: IV. Allegro ",D Minor
"Symphony No. 3 in E-Flat Major, Op. 10, B. 34 ",E-Flat Major
"Piano Sonata in F Major ""Variations on a Theme by Mozart"": I. Theme. Andante ",F Major
Concert royaux No. 4 in E Minor: III. Courante françoise ,E Minor
"Keyboard Concerto in G Minor, BWV 975: II. Largo ",G Minor
"Christmas Oratorio, BWV 248: No. 9, Ach mein herzliebes Jesulein ", 
"20 Ayres: No. 14, Pavin in D minor ",D minor
"Symphony No. 2 for Strings & Trumpet in D Major, H. 153: III. Vivace non troppo ",D Major
Concerto No. 6 for 2 Obbligato Keyboards in D major: III. Improvisation ,D major
Bass Viol Suite in D Minor: IV. Sarabande ,D Minor
"Piano Sonata in E-Flat Major, Op. 51 No. 1, P. XII:38: III. Rondo. Vivace ",E-Flat Major
"Piano Trio in A Minor, Op. 50 ",A Minor
"Flute Sonata, in B minor, BWV 1030 ",B minor
"Cello Sonata in G Minor, Op. 125: II. Larghetto con moto ",G Minor
"Symphony in C Major, WD 33: II. Adagio ",C Major
"Baryton Trio No. 87 in A Minor, Hob. XI:87: II. Allegro di molto ",A Minor
"Piano Sonata No. 2 in G Minor, Op. 50 ""Eroica"": IV. Fiercely, Very Fast ",G Minor
"Ouvertüre in A Major, TWV 32:6 ",A Major
"Fantasy No. 3 in B Minor, TWV 40:4: I. Largo - Vivace ",B Minor
Phantasy in D Minor ,D Minor
"Symphony No. 46 in B Major, Hob. I:46: II. Poco adagio ",B Major
"Keyboard Concerto in B flat Major, BWV 982: II. Adagio ",B flat Major
"Flute Sonata in C major, Wq. 73: I. Allegro di molto ",C major
"Concertos in 7 Parts Done from the Lessons of Domenico Scarlatti, No. 5 in D minor ",D minor
"Piano Trio No. 1 in B flat Major, Op. 99, D. 898: III. Scherzo. Allegro ",B flat Major
"Symphony No. 30 in D Major, K. 202: IIIa. Menuetto ",D Major
"Organ Concerto in A Minor, BWV 593: II. Adagio ",A Minor
"Concerto for Organ, Strings & Timpani in G minor, FP 93: V. Très calme. Lent ",G minor
Sonata in D Major: V. Gavotte ,D Major
"Symphony No. 1 in G Minor ""Sinfonie serieuse"": I. Allegro con energia ",G Minor
Toccata X in A Major: I. Prelude ,A Major
"Oboe Concerto in D Minor, TWV 51:d1: I. Adagio ",D Minor
"String Quartet No. 2 in A Minor, Op. 51 No. 2: III. Quasi minuetto, moderato ",A Minor
"Pièces de clavecin, Book 3, 13th Ordre in B Minor: Les lis naissans ",B Minor
"Keyboard Sonata in F Major, Wq. 91 No. 3: I. Andante ",F Major
"Keyboard Sonata in A Minor, Wq. 65 No. 25: III. Allegro ",A Minor
Te Deum in A Major ,A Major
"Konzertante Spielmusik in F-Sharp minor, Op. 106: I. Allegro moderato ",F-Sharp minor
"Keyboard Sonata in D Minor, Wq. 65 No. 3: III. Allegro assai ",D Minor
"Recorder Sonata in F Minor, TWV 41:F1: III. Andante ",F Minor
"Serenata for Piano in A Major, Op. 8 ",A Major
"Violin Sonata in E Minor, Op. 5 No. 8, MC 5.8: IV. Giga. Allegro ",E Minor
"The Well-Tempered Clavier, Book 1: Fugue No. 20 in A Minor, BWV 865 ",A Minor
"Organ Suite No. 2 in G Minor, Op. 92: IV. Basso ostinato ",G Minor
Symphony No. 2 in B Minor: IV. Finale. Allegro ,B Minor
Mehrere kurze Walzer: No. 10 in F Major ,F Major
"33 Variations in C Major on a Waltz by Diabelli, Op. 120: Var. 3, L'istesso tempo ",C Major
"Violin Sonata in F major, Op. 5 No. 4: I. Adagio ",F major
Theme & Variations for Recorder in F Major: Var. 4 ,F Major
"Keyboard Concerto in G major, Wq. 43 No. 5 ",G major
"Keyboard Concerto in G major, Wq. 43 No. 5: I. Adagio - Presto ",G major
"Concerto for Recorder & Violin in E Minor, TWV 52:e3. IV. Adagio ",E Minor
Violin Sonata in E Minor: I. Grave ,E Minor
"11 Variations on an Original Theme in D Major, Op. 21 No. 1: Var. 1 ",D Major
"Violin Concerto No. 1 in A Minor, Op. 77: II. Scherzo. Allegro non troppo ",A Minor
"Harmonia artificiosa-ariosa, Partia No. 6 in D Major, C. 67 ",D Major
"Keyboard Sonata in G Major, Wq. 62 No. 11: II. Andante ",G Major
"String Quartet in B-Flat Major, Op. 1 No. 1, Hob. III:1 ""La chasse"": IV. Menuetto ",B-Flat Major
"Violin Concerto in A Major, Op. 4 No. 5, RV 347 ",A Major
"Piano Sonata No. 3 in B♭ major, K. 281: II. Andante amoroso ",B♭ major
"Violin Sonata in D Minor, Op. 4 No. 8, H. 92: II. Allegro ",D Minor
"Sinfonia in F Major, Wq. 175, H. 650 ",F Major
Piano Sonata No. 2 in G major ,G major
"Improvisation No. 14 in D-Flat Major, FP 170 No. 2 ",D-Flat Major
"3 Keyboard Sonatas, No. 2 in D major: I. Allegro ",D major
"Sonata in E Major, Op. 5 No. 11: III. Adagio ",E Major
"Nocturne No. 5 in F-Sharp Major, Op. 15 No. 2 ",F-Sharp Major
"Violin Concerto in F Major, RV 292 ",F Major
"Theme & Variations in D Minor, JS 196: Var. 1 ",D Minor
"Double Concerto in F major, Hob. XVIII:6: III. Presto ",F major
"Chamber Concerto in G Minor, RV 103 ",G Minor
"6 Select Sonatas, No. 3 in B-Flat Major ",B-Flat Major
"24 Caprices for Solo Violin, Op. 1, MS 25: No. 8 in E♭ major. Maestoso ",E♭ major
"Nocturne No. 5 in B flat Major, H. 37A ",B flat Major
Toccata in A major ,A major
Toccata V in E minor: II. Allegro ,E minor
"String Quartet in C Major, Op. 74 No. 1, Hob. III:72: III. Menuetto. Allegro ",C Major
"Toccata in C Minor ""Per lo Scozzese"" ",C Minor
"Keyboard Sonata in G Minor, Op. 34 No. 2: I. Largo e sostenuto - Allegro con fuoco ",G Minor
"6 Morceaux, composés sur un seul thème, Op. 21, TH 134: No. 5, Mazurka in A♭ Minor ",A♭ Minor
"Piano Sonatina in D Major, Op. 124 No. 2 ",D Major
"Piano Sonata No. 1 in F sharp Minor, Op. 11: IV. Finale. Allegro un poco maestoso ",F sharp Minor
"The Four Seasons, Violin Concerto No. 3 in F Major, Op. 8, RV 293 ""Autumn"" ",F Major
"Keyboard Sonata in C minor, Wq. 60: I. Allegretto ",C minor
"6 Pieces in Canonic Form, Op. 56: No. 3 in E Major ",E Major
"Keyboard Sonata in C Major, Wq. 63/1, H. 70: III. Minuetto ",C Major
"13 Préludes, Op. 32: No. 5 in G Major. Moderato ",G Major
"Mass in G major, BWV 236 ",G major
"Sinfonia No. 4 in C minor, MWV N4: II. Andante ",C minor
String Quintet in E-Flat Major: III. Andante sostenuto ,E-Flat Major
"Clarinet Quintet in A major, Op. 108, K. 581: II. Larghetto ",A major
"Lute Partita in C minor, BWV 997: I. Preludio ",C minor
"Keyboard Sonata in F Major, Wq. 91 No. 3: I. Andante - Allegro assai ",F Major
"Livre de pièces de guitarre de musique, Suite in G Minor: V. Courante ",G Minor
"Piano Concerto in G Minor, Op. 33, B. 63: III. Allegro con fuoco ",G Minor
"Piano Sonatina in C Major, Op. 19 ",C Major
"String Trio in A Major, Op. 47 No. 1, G. 107: II. Tempo di minuetto. Amoroso ",A Major
Oboe Concerto in E-Flat Major ,E-Flat Major
"Violin Sonata No. 1 in A Major, Op. 13 ",A Major
"Mazurka in B major, Op. 56 No. 1 ",B major
"Violin Concerto No. 12 in E major, Op. 27: I. Allegro brillante ",E major
"String Quartet in E-Flat Major, Op. 50 No. 3, Hob. III:46: III. Menuetto. Allegretto ",E-Flat Major
"Mass in F# Minor, Op. 36: Kyrie ",F# Minor
"Flute Quartet in D Major, Op. 13: III. Romanza ",D Major
"Prelude No. 4 in C# Minor, BWV 849 ",C# Minor
"Symphony No. 7 in C Major, Op. 60 ""Leningrad"": IV. Allegro non troppo ",C Major
"Suite in E Minor, RCT 2: No. 6, Rigaudons I & II ",E Minor
Recorder Suite No. 3 in B-Flat Major: V. Menuet ,B-Flat Major
"Violin Sonata in A Minor, Op. 34: III. Largo con dolore ",A Minor
Cello Concerto in G major: I. Allegro ,G major
"Symphony No. 3 in D Minor, WAB 103 ""Wagner Symphony"": II. Adagio. Feierlich ",D Minor
Violin Concerto in D Major: II. Largo e staccato di molto ,D Major
"Keyboard Sonata in A major, Kk. 209 ",A major
"Piano Sonata in C Major, Op. 33 No. 3: III. Presto ",C Major
"Symphony No. 8 in D Major, K. 48: IV. Molto allegro ",D Major
"Trio Sonata in B Minor, Op. 1 No. 6: II. Allegro ",B Minor
"Flute Sonata in C major, Op. 2 No. 1 ",C major
"Piano Sonata No. 4 in C Minor, Op. 29: II. Andante assai ",C Minor
"Keyboard Sonata in D Minor, Wq. 65 No. 3 ",D Minor
"Violin Sonata No. 33 in E-Flat Major, K. 481: III. Allegretto ",E-Flat Major
"12 Études caractéristiques, Op. 2: No. 6 in F-Sharp major ""Si oiseau j’étais, à toi je volerais!"" ",F-Sharp major
"Symphony No. 3 in E-Flat Major, Op. 10, B. 34: II. Adagio molto, tempo di marcia ",E-Flat Major
"Concerto for 2 Flutes in E minor, TWV 52:e2: III. Cantabile ",E minor
"Prelude in E minor, BuxWV 142 ",E minor
"Divertimento in F Major, K. 138 ""Salzburg Symphony No. 3"": III. Presto ",F Major
"String Quartet in D Major, Op. 1 No. 3, Hob. III:3: IV. Menuet ",D Major
Clarinet Sonata No. 8 in F Major: I. Allegro ,F Major
"String Quartet No. 3 in D Major, Op. 70: III. Andante espressivo ",D Major
"Piano Quartet No. 1 in C Minor, Op. 23: III. Intermezzo. Allegro misterioso ",C Minor
"Nannerl Notenbuch: No. 40, Allegro in C Major ",C Major
"6 Walzer, Op. 22: No. 2, Più vivace in A Major ",A Major
"Horn Concerto No. 1 in E♭ major, Op. 11, TrV 117: II. Andante ",E♭ major
"String Quartet in D minor, Op. 103, Hob. III:83 ",D minor
"Suite No. 1 for 2 Pianos in G Minor, Op. 5 ""Fantaisie tableaux"": I. Barcarolle ",G Minor
"String Quartet No. 2 in E-Flat Major, Op. 11: IV. Allegro ",E-Flat Major
"String Quintet in G Major, FS 5: III. Allegretto scherzando ",G Major
"6 Violin Sonatas, Op. 10b No. 5 in F Major, J. 103: I. Tema dell'opera Silvana ",F Major
"Recorder Sonata in G Minor, Op. 1 No. 2, HWV 360: II. Andante ",G Minor
Lute Suite in C Major ,C Major
"Symphony in C Major, Op. 31: III. Allegro molto ",C Major
"Fantasia in C Minor, K. 475: II. Allegro ",C Minor
"Keyboard Sonata in E-Flat Major, Hob. XVI:28: II. Minuet ",E-Flat Major
Flute Concerto No. 2 in C Minor: XI. Fugue ,C Minor
Prelude No. 19 in E♭ major ,E♭ major
"Toccata in D Major, BWV 912: I. Presto - Allegro ",D Major
Sonata da camera for 2 Cellos in F Major: I. Amoroso - Allegro assai - Amoroso ,F Major
"Divertimento in E flat Major, K. 563: VI. Allegro ",E flat Major
"French Suite No. 4 in E-Flat Major, BWV 815a: VI. Menuet ",E-Flat Major
"8 Humoresques, Op. 101, B. 187: No. 1 in E-Flat Minor. Vivace ",E-Flat Minor
"Symphony No. 58 in F Major, Hob. I:58: I. Allegro ",F Major
"Flute Sonata in B Minor, Op. 1 No. 18, HWV 376 ""Halle Sonata No. 3"": IV. Allegro ",B Minor
"Piano Concerto No. 1 in A Minor, Op. 78 ""Concierto fantastico"": I. Allegro, ma non troppo ",A Minor
"Piano Sonata No. 2 in G# Minor, Op. 19 ""Sonata Fantasy"" ",G# Minor
"Sonata à 3 No. 1 in G Minor, Z. 790: I. Grave - Vivace - Adagio ",G Minor
"Brandenburg Concerto No. 3 in G Major, BWV 1048: I. — ",G Major
"Canzonetta in A minor, BuxWV 225 ",A minor
"String Quartet No. 3 in D Major, Op. 70 ",D Major
Mazurka No. 3 in B Minor ,B Minor
"Violin Concerto in G Minor, Op. 8 No. 8, RV 332 ",G Minor
"Piano Sonatina in B-Flat Major, Op. 7: II. Andante espressivo ",B-Flat Major
"2 Contredanses, K. 603: No. 1 in D Major ",D Major
"Violin Sonata No. 33 in E♭ major, K. 481: I. Molto Allegro ",E♭ major
Piano Paraphrases on Chopin Mazurkas: No. 1 in E Minor ,E Minor
"String Quintet No. 1 in G Major, Op. 14 ",G Major
"Harmonia artificiosa-ariosa, Partia No. 2 in B Minor, C. 63: I. Praeludium ",B Minor
"Sinfonia in F Major, Wq. 122 No. 5: III. Allegro assai ",F Major
"8 Short Préludes & Fugues: No. 2 in D Minor, BWV 554 ",D Minor
"Keyboard Sonata in C major, Hob. XVI:1: III. Menuet & Trio ",C major
"Organ Concerto in G Minor, Op. 4 No. 1, HWV 289: III. Adagio ",G Minor
Clarinet Quartet No. 2 in C minor ,C minor
"Étude in D-Flat Major, Op. 15 No. 8 ",D-Flat Major
"Variations sérieuses in D Minor, Op. 54, MWV U156: Var. 12, Tempo di tema ",D Minor
"Sonata à 4 No. 4 in D Minor, Z. 805: I. Adagio - Canzona - Adagio ",D Minor
"Keyboard Sonata in D♭ major, R. 23 ",D♭ major
"Keyboard Concerto in G Major, BWV 986: II. Adagio ",G Major
"Mystery Sonata No. 10 in G Minor ""Crucifixion"": I. Praeludium ",G Minor
"Quartet in F Major, TWV 43:F2: II. Allegro ",F Major
"Piano Trio in E-Flat Major, Op. 16: II. Andante, tempo di marcia ",E-Flat Major
"Keyboard Concerto in C minor, BWV 981 ",C minor
"String Quartet in A Major, Op. 55 No. 1, Hob. III:60: III. Menuetto ",A Major
"Piano Quartet No. 2 in G Minor, Op. 45: I. Allegro molto moderato ",G Minor
"Sonata à 3 No. 5 in A minor, Z. 794: I. Largo - Adagio ",A minor
"Mass No. 3 in C Major, Hob. XXII:5 ""Cellensis in honorem BVM"": VIb. Agnus Dei. Presto ",C Major
Flute Sonata No. 1 in A Major: II. Lent - Allegretto moderato - Tempo I ,A Major
"Symphony No. 1 in B Minor, Op. 3: III. Presto ",B Minor
"Symphony No. 101 in D Major, Hob. I:101 ""Clock"": III. Menuet. Allegro ",D Major
"Prelude & Fugue No. 11 in F Major, BWV 856 ",F Major
"Suite in D Minor, TWV 42:d3: VI. Moderato ",D Minor
"Piano Sextet in D major, Op. 110, MWV Q 16: III. Menuetto. Agitato ",D major
"Violin Sonata No. 10 in G Major, Op. 96: I. Adagio moderato ",G Major
"Violin Sonata in D Major, Op. 4: II. Lento ",D Major
"Prelude & Fugue in G Major, BWV 550: Fugue ",G Major
"Trio in B-Flat Major, Op. 33 No. 3 ",B-Flat Major
"Keyboard Concerto in C minor, BWV 981: I. Adagio ",C minor
"Symphony No. 24 in B♭ major, K. 182: II. Andantino grazioso ",B♭ major
Guitar Suite No. 9 in D Minor ,D Minor
"String Quartet in B Minor, Op. 64 No. 2, Hob. III:68: IV. Finale. Presto ",B Minor
"Keyboard Sonata in C Major, Wq. 65 No. 8 ",C Major
"Pièces de guitarre, Suite in G Minor: I. Prélude d'accords chromatiques ",G Minor
"Capriccio in B flat Major, BWV 992: VI. Fugue all'imitatione di Posta ",B flat Major
"String Trio in E flat Major, Op. 47 No. 4, G. 110 ",E flat Major
"Nocturnes, Op. 27: No. 2 in D-Flat Major ",D-Flat Major
"Flute Sonata in E minor, BWV 1034: IV. Allegro ",E minor
"Symphony No. 9 in C Major, D. 944 ""Great"" ",C Major
Trio for 3 Flutes in G Major: I. Allegro ,G Major
"Symphony No. 3 in E-Flat Major, Op. 55 ""Heroic"": III. Scherzo. Allegro vivace ",E-Flat Major
"Sonata No. 6 in G minor, Op. 13, RV 58 ""Il pastor fido"" ",G minor
"Piano Sonata No. 6 in F Major, Op. 10 No. 2 ",F Major
"Concerto a 2 cori No. 3 in F Major, HWV 334: V. Andante larghetto ",F Major
"6 Select Sonatas, No. 3 in B-Flat Major: I. Preludio ",B-Flat Major
"Concerto grosso in B♭ major, Op. 6 No. 11: II. Allemanda. Allegro ",B♭ major
"Theme & Variations in F# Minor, Op. 72: Var. 4, Poco più mosso ",F# Minor
"Violin Sonata No. 3 in E major, BWV 1016: I. ",E major
"Symphony No. 2 in F Minor, Op. 30 ""The 4 Seasons"": III. Summer. Andante ",F Minor
"Violin Sonata No. 5 in F Minor, BWV 1018: IV. Vivace ",F Minor
Harpsichord Suite No. 3 in C Major: I. Allemande ,C Major
Violin Concerto No. 4 in D Major ,D Major
Praeambulum in C Major ,C Major
"Symphony No. 47 in G Major, Hob. I:47: IV. Finale. Presto assai ",G Major
"Piano Sonatina in A Minor, Op. 124 No. 1: III. Rondo ",A Minor
"Violin Sonata in E minor, BB 28 ",E minor
"Cello Sonata in G Minor, Op. 65: II. Scherzo. Allegro con brio ",G Minor
"38 Waltzes, Ländler & Écossaises, Op. 18, D. 145: Waltz No. 10 in B Minor ",B Minor
Organ Sonata No. 1 in F Major ,F Major
"Violin Sonata No. 2 in D Major, Op. 94b: IV. Allegro con brio ",D Major
"String Quartet in B♭ major, Op. 9 No. 5, Hob. III:23: II. Menuet. Allegretto ",B♭ major
"Concerto for Flute, Violin & Harpsichord in A minor, BWV 1044 ",A minor
"Keyboard Sonata in F Major, Wq. 62 No. 8: I. Allegretto ",F Major
"Oboe Sonata in C minor, RV 53: III. Andante ",C minor
"Keyboard Sonata in G minor, Wq. 65 No. 27: I. Andantino ",G minor
"Water Music Suite No. 1 in F Major, HWV 348: XI. Alla Hornpipe ",F Major
"Keyboard Sonata in B-Flat Major, Wq. 62 No. 16: I. Allegro ",B-Flat Major
"Keyboard Concerto in G Major, Wq. 44: I. Allegretto ",G Major
"Lute Suite in E Minor, BWV 996: II. Allemande ",E Minor
Keyboard Sonata No. 84 in F Major ,F Major
